age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
26,Private,124111,HS-grad,9,Separated,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,208726,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,10,United-States,<=50K
53,Self-emp-not-inc,59083,Some-college,6,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,1092,48,United-States,<=50K
24,Private,329222,Masters,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,>50K
33,Private,124111,11th,16,Married-civ-spouse,Sales,Husband,White,Female,0,0,70,United-States,<=50K
40,Private,102130,Assoc-acdm,12,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
44,Private,153475,9th,9,Divorced,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,109917,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,116358,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,>50K
51,Private,152453,Bachelors,9,Married-civ-spouse,Sales,Not-in-family,White,Male,99999,0,35,United-States,<=50K
57,State-gov,189897,9th,11,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,79011,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,7430,0,40,United-States,<=50K
26,Private,226913,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,99999,0,40,United-States,<=50K
26,Local-gov,182656,Bachelors,11,Widowed,Farming-fishing,Own-child,Black,Male,1055,0,50,United-States,<=50K
46,Private,113364,HS-grad,10,Married-civ-spouse,,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,79464,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
63,Private,103651,Doctorate,9,Never-married,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
40,Private,171924,Bachelors,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
53,Private,137428,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
57,Self-emp-inc,76845,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,10520,0,40,United-States,<=50K
38,Private,104329,HS-grad,12,Divorced,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
20,Federal-gov,225106,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
50,Federal-gov,431245,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,40,United-States,>50K
35,Private,181814,HS-grad,16,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,6,United-States,>50K
45,Private,129980,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Black,Male,0,0,99,United-States,<=50K
55,Private,139671,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,40,United-States,<=50K
40,Private,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
45,Private,223678,Some-college,9,Divorced,Sales,Husband,Black,Male,0,0,40,United-States,>50K
32,Private,230039,Assoc-voc,10,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
23,State-gov,148121,Some-college,11,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
23,Private,71592,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Self-emp-inc,334368,11th,14,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
39,Private,151476,Assoc-acdm,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,>50K
48,Private,194140,Doctorate,8,Separated,Adm-clerical,Husband,White,Female,0,0,28,United-States,<=50K
60,,160155,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,12,United-States,<=50K
67,Private,43770,Bachelors,9,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
60,Private,98738,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
42,State-gov,221480,HS-grad,10,Divorced,Sales,Not-in-family,White,Female,0,0,38,Mexico,<=50K
70,Self-emp-not-inc,175847,HS-grad,13,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
42,Private,162551,11th,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,124483,HS-grad,10,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
23,Private,245724,Masters,9,Never-married,Tech-support,Husband,White,Female,0,0,37,,<=50K
19,Self-emp-not-inc,99199,11th,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,199688,Some-college,9,Widowed,Exec-managerial,Husband,White,Female,0,0,43,United-States,<=50K
41,Private,201022,HS-grad,13,Never-married,Adm-clerical,Husband,White,Female,15024,0,24,United-States,>50K
24,Private,174395,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,65545,Bachelors,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,60,United-States,>50K
38,Private,281315,HS-grad,4,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
24,Self-emp-not-inc,193537,Some-college,10,Married-civ-spouse,,Not-in-family,White,Female,0,0,50,United-States,>50K
24,Federal-gov,289430,12th,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,15024,0,48,United-States,<=50K
23,Private,168807,HS-grad,10,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,53,United-States,<=50K
49,Self-emp-inc,169104,HS-grad,14,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,65,United-States,<=50K
57,Private,173736,Some-college,11,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,73199,Assoc-acdm,7,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
43,Private,220333,11th,14,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
20,Private,99835,Bachelors,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
26,Private,174685,Some-college,10,Married-civ-spouse,,Own-child,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,173495,HS-grad,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,,<=50K
32,State-gov,187370,Masters,14,Married-civ-spouse,,Husband,White,Female,0,0,50,United-States,<=50K
30,,117789,Masters,15,Divorced,Prof-specialty,Other-relative,White,Female,8614,0,50,United-States,>50K
64,Private,83434,Some-college,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
61,Private,185554,Bachelors,10,Married-civ-spouse,,Own-child,White,Male,7298,0,40,United-States,>50K
44,Private,304955,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,>50K
33,Local-gov,124751,HS-grad,6,Married-spouse-absent,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,190023,Assoc-voc,10,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
18,,122889,Bachelors,3,Married-civ-spouse,Tech-support,Unmarried,White,Male,20051,0,40,United-States,<=50K
33,Private,169886,12th,8,Separated,Other-service,Unmarried,White,Female,0,0,50,Dominican-Republic,<=50K
38,Private,46385,Masters,12,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
51,Private,180313,Prof-school,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,40,United-States,>50K
44,Private,178623,HS-grad,13,Never-married,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K
41,Local-gov,318918,7th-8th,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,197069,Assoc-acdm,11,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
32,Private,217421,Bachelors,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,<=50K
59,Private,89625,Some-college,13,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,18,United-States,<=50K
22,Local-gov,168211,HS-grad,11,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,>50K
77,Private,38948,HS-grad,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,15,United-States,<=50K
24,State-gov,55104,Masters,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,>50K
26,Private,178615,10th,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2174,0,40,United-States,<=50K
38,Local-gov,151540,Some-college,9,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
42,Local-gov,233130,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Female,0,0,50,United-States,<=50K
29,Private,171841,HS-grad,11,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,>50K
19,Private,202153,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
26,Self-emp-not-inc,109162,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
55,Private,130557,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,>50K
38,Private,121712,Some-college,13,Divorced,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
72,Private,180313,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,>50K
64,Self-emp-not-inc,418901,Assoc-voc,9,Married-civ-spouse,,Unmarried,White,Female,0,0,35,United-States,>50K
24,Self-emp-not-inc,124590,HS-grad,3,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,48,United-States,<=50K
47,Private,144084,Some-college,3,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,261504,12th,15,Never-married,,Own-child,White,Female,0,0,45,United-States,>50K
22,Self-emp-not-inc,133454,HS-grad,11,Divorced,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,273010,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,99999,1887,40,Mexico,<=50K
17,Private,51392,11th,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,1977,55,United-States,>50K
40,Private,212185,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,190385,HS-grad,9,Married-civ-spouse,,Unmarried,White,Female,0,0,55,United-States,>50K
20,Private,154374,HS-grad,5,Never-married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,133935,5th-6th,9,Widowed,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
22,Private,226989,Masters,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,>50K
59,Private,241153,Bachelors,9,Never-married,Craft-repair,Wife,White,Male,0,0,60,United-States,>50K
53,Private,233780,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,2202,0,40,United-States,<=50K
53,Private,185452,Some-college,4,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,>50K
23,,180795,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,35,United-States,<=50K
24,,184026,HS-grad,10,Never-married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,331875,Assoc-voc,10,Never-married,Prof-specialty,Own-child,White,Male,0,1672,45,United-States,<=50K
39,Private,176538,HS-grad,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,0,2415,40,United-States,<=50K
40,Private,62865,Bachelors,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,10605,0,40,United-States,<=50K
63,Private,118993,Assoc-voc,8,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
61,Private,175897,Some-college,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
26,Private,83508,10th,12,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,68898,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,37,United-States,>50K
32,Private,342730,Some-college,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,27,United-States,>50K
31,,93955,Bachelors,10,Separated,Prof-specialty,Husband,White,Male,0,0,54,United-States,<=50K
61,,416103,Prof-school,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,3103,0,40,United-States,<=50K
42,Local-gov,201723,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,231230,11th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Self-emp-inc,203576,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Local-gov,55360,HS-grad,10,Separated,Exec-managerial,Own-child,White,Male,0,0,15,United-States,<=50K
36,Self-emp-not-inc,90907,HS-grad,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
18,Private,506858,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Male,0,0,50,,<=50K
40,Private,101684,Assoc-acdm,13,Divorced,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
48,Private,190290,Some-college,15,Never-married,Other-service,Own-child,White,Male,2290,0,37,United-States,>50K
45,Private,104908,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,3325,0,44,United-States,>50K
47,Private,201343,HS-grad,13,Divorced,Sales,Other-relative,White,Female,0,0,15,United-States,<=50K
21,Private,228238,Some-college,9,Separated,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,549430,Some-college,6,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,State-gov,199177,Assoc-voc,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
26,Private,491421,Some-college,9,Divorced,Craft-repair,Own-child,Black,Female,0,0,20,United-States,<=50K
64,Private,211601,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K
46,Private,226215,11th,9,Separated,Prof-specialty,Not-in-family,White,Male,0,1721,25,United-States,>50K
25,Private,191277,Assoc-acdm,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,83237,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
60,Federal-gov,160808,Some-college,9,Never-married,Adm-clerical,Husband,White,Male,0,0,27,United-States,<=50K
46,Private,281852,Some-college,10,Widowed,Sales,Husband,Black,Male,7688,0,30,United-States,<=50K
61,Private,230417,Some-college,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,98639,HS-grad,13,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
55,State-gov,198614,Assoc-acdm,10,Never-married,,Husband,White,Male,0,0,40,United-States,<=50K
69,Private,104896,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,84,United-States,<=50K
48,Private,294292,10th,16,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
25,,77219,Some-college,15,Never-married,Prof-specialty,Husband,Black,Female,0,0,40,United-States,>50K
46,Private,252257,11th,7,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
66,Private,172538,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Private,202435,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,<=50K
17,Private,240137,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,40,United-States,<=50K
17,Private,132879,HS-grad,10,Separated,Craft-repair,Husband,White,Female,0,0,50,United-States,<=50K
37,Private,106491,HS-grad,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,107157,Assoc-acdm,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,196252,Some-college,5,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K
45,Private,101562,Bachelors,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,101967,HS-grad,11,Never-married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,284086,Masters,13,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
22,Private,227858,5th-6th,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
46,Private,31627,Masters,13,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
18,Private,146538,Bachelors,10,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
51,Private,140001,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,1485,50,United-States,<=50K
45,,114591,Assoc-acdm,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
42,State-gov,196508,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
56,Private,117525,Assoc-voc,12,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,55,United-States,<=50K
52,Private,132601,HS-grad,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,30,United-States,<=50K
41,Private,67217,Bachelors,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,68318,Bachelors,4,Divorced,Sales,Husband,White,Male,0,0,40,United-States,<=50K
51,,209641,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,United-States,>50K
43,Private,149131,Masters,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,80680,10th,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,15024,0,45,United-States,<=50K
45,Private,163870,Some-college,10,Never-married,Craft-repair,Other-relative,White,Female,0,0,35,United-States,<=50K
21,State-gov,213024,HS-grad,13,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,14344,0,40,United-States,<=50K
41,Private,152908,Some-college,13,Married-civ-spouse,,Husband,White,Female,0,0,80,United-States,<=50K
50,Private,223763,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,105444,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,0,1977,40,United-States,<=50K
19,Private,159007,HS-grad,9,Never-married,Prof-specialty,Wife,White,Male,0,0,16,United-States,<=50K
30,Private,116632,Bachelors,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
24,Private,192583,HS-grad,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,45,United-States,<=50K
47,Private,278900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
61,Federal-gov,24504,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,99999,0,40,United-States,<=50K
19,Private,235109,Some-college,9,Separated,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
49,Federal-gov,238959,HS-grad,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
48,Local-gov,227065,HS-grad,14,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,2635,1594,40,United-States,<=50K
66,Private,192565,11th,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,,344855,7th-8th,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
21,Private,131230,Assoc-voc,13,Widowed,Transport-moving,Husband,White,Female,0,0,38,United-States,<=50K
28,Local-gov,223326,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
36,,222162,HS-grad,9,Divorced,,Husband,White,Male,0,2415,40,United-States,<=50K
31,Self-emp-not-inc,314164,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
29,Private,185061,Some-college,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,99146,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,201138,Some-college,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
45,Private,155913,Bachelors,10,Divorced,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,105813,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
51,Federal-gov,159187,HS-grad,11,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,151888,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,16,United-States,<=50K
32,,178134,Assoc-voc,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,247043,10th,9,Never-married,Craft-repair,Own-child,White,Female,0,0,36,United-States,<=50K
77,Private,146651,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,0,0,55,United-States,<=50K
34,Private,242960,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38,Self-emp-not-inc,216647,HS-grad,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
33,Private,104258,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,25,United-States,>50K
26,Private,33798,Bachelors,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,141944,HS-grad,10,Separated,Sales,Not-in-family,White,Female,0,0,27,United-States,<=50K
21,Local-gov,315877,10th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1602,45,United-States,<=50K
37,Self-emp-inc,300828,Some-college,3,Divorced,Other-service,Not-in-family,White,Male,0,0,70,United-States,<=50K
38,Private,260254,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1887,40,United-States,<=50K
50,Self-emp-inc,137136,11th,13,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,270517,HS-grad,10,Never-married,Other-service,Husband,White,Male,0,0,45,United-States,>50K
38,Private,580591,Doctorate,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,>50K
50,State-gov,142326,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,0,0,50,United-States,>50K
31,Private,97355,Assoc-acdm,11,Divorced,Other-service,Husband,White,Male,0,0,82,Mexico,>50K
53,Federal-gov,36186,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
35,Private,83413,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,162688,11th,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
26,Private,169885,Doctorate,9,Widowed,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
38,Private,127159,Some-college,3,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Private,124052,HS-grad,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,238638,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,46,United-States,<=50K
20,Self-emp-not-inc,102359,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,45,United-States,<=50K
25,Private,120837,HS-grad,10,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
51,Private,253759,Bachelors,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,268965,Bachelors,12,Never-married,Machine-op-inspct,Husband,White,Male,3464,2080,40,United-States,<=50K
50,Private,324655,Assoc-voc,13,Married-civ-spouse,,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,90915,Bachelors,9,Married-civ-spouse,,Own-child,White,Male,0,0,45,United-States,<=50K
20,,228649,HS-grad,13,Never-married,Handlers-cleaners,Husband,White,Female,914,0,40,United-States,<=50K
28,Private,445382,Assoc-acdm,10,Separated,Farming-fishing,Unmarried,White,Male,0,0,38,United-States,<=50K
21,,306779,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,133616,Some-college,9,Never-married,Protective-serv,Own-child,White,Female,0,0,15,United-States,>50K
40,Private,218653,HS-grad,10,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
50,Private,212793,Some-college,13,Married-civ-spouse,,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,86615,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,>50K
54,Private,187649,11th,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,24,United-States,>50K
40,Private,142717,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
61,Private,231515,11th,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
49,,30740,HS-grad,10,Never-married,Craft-repair,Husband,White,Female,0,0,72,United-States,<=50K
25,Private,166662,Bachelors,8,Widowed,Sales,Husband,White,Female,0,0,57,,<=50K
27,Private,314177,Assoc-acdm,2,Separated,Other-service,Husband,White,Male,0,0,12,United-States,<=50K
24,Private,83315,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,37618,HS-grad,10,Never-married,Farming-fishing,Unmarried,Black,Male,8614,0,10,United-States,<=50K
42,Private,113948,Bachelors,10,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K
24,Private,225456,HS-grad,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
19,Private,195821,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,234901,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,Black,Female,0,0,55,United-States,<=50K
34,Private,164190,Some-college,9,Divorced,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,47039,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,40,United-States,>50K
34,Self-emp-inc,49069,7th-8th,10,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,>50K
24,Private,376474,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,376474,Some-college,10,Never-married,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
32,Federal-gov,280005,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
76,Private,53956,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
33,Private,110445,9th,5,Never-married,Other-service,Husband,White,Male,0,0,36,United-States,>50K
26,Private,219318,Bachelors,12,Never-married,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
